country,year,di_state,no_RandR
Somalia,1970,No Explicit DI,No Crisis Data
Somalia,1971,No Explicit DI,No Crisis Data
Somalia,1972,No Explicit DI,No Crisis Data
Somalia,1973,No Explicit DI,No Crisis Data
Somalia,1974,No Explicit DI,No Crisis Data
Somalia,1975,No Explicit DI,No Crisis Data
Somalia,1976,No Explicit DI,No Crisis Data
Somalia,1977,No Explicit DI,No Crisis Data
Somalia,1978,No Explicit DI,No Crisis Data
Somalia,1979,No Explicit DI,No Crisis Data
Somalia,1980,No Explicit DI,No Crisis Data
Somalia,1981,No Explicit DI,No Crisis Data
Somalia,1982,No Explicit DI,No Crisis Data
Somalia,1983,No Explicit DI,No Crisis Data
Somalia,1984,No Explicit DI,No Crisis Data
Somalia,1985,No Explicit DI,No Crisis Data
Somalia,1986,No Explicit DI,No Crisis Data
Somalia,1987,No Explicit DI,No Crisis Data
Somalia,1988,No Explicit DI,No Crisis Data
Somalia,1989,No Explicit DI,No Crisis Data
Somalia,1990,No Explicit DI,No Crisis Data
Somalia,1991,No Explicit DI,No Crisis Data
Somalia,1992,No Explicit DI,No Crisis Data
Somalia,1993,No Explicit DI,No Crisis Data
Somalia,1994,No Explicit DI,No Crisis Data
Somalia,1995,No Explicit DI,No Crisis Data
Somalia,1996,No Explicit DI,No Crisis Data
Somalia,1997,No Explicit DI,No Crisis Data
Somalia,1998,No Explicit DI,No Crisis Data
Somalia,1999,No Explicit DI,No Crisis Data
Somalia,2000,No Explicit DI,No Crisis Data
Somalia,2001,No Explicit DI,No Crisis Data
Somalia,2002,No Explicit DI,No Crisis Data
Somalia,2003,No Explicit DI,No Crisis Data
Somalia,2004,No Explicit DI,No Crisis Data
Somalia,2005,No Explicit DI,No Crisis Data
Somalia,2006,No Explicit DI,No Crisis Data
Somalia,2007,No Explicit DI,No Crisis Data
South Africa,1970,No Explicit DI,Data Available
South Africa,1971,No Explicit DI,Data Available
South Africa,1972,No Explicit DI,Data Available
South Africa,1973,No Explicit DI,Data Available
South Africa,1974,No Explicit DI,Data Available
South Africa,1975,No Explicit DI,Data Available
South Africa,1976,No Explicit DI,Data Available
South Africa,1977,No Explicit DI,Data Available
South Africa,1978,No Explicit DI,Data Available
South Africa,1979,No Explicit DI,Data Available
South Africa,1980,No Explicit DI,Data Available
South Africa,1981,No Explicit DI,Data Available
South Africa,1982,No Explicit DI,Data Available
South Africa,1983,No Explicit DI,Data Available
South Africa,1984,No Explicit DI,Data Available
South Africa,1985,No Explicit DI,Data Available
South Africa,1986,No Explicit DI,Data Available
South Africa,1987,No Explicit DI,Data Available
South Africa,1988,No Explicit DI,Data Available
South Africa,1989,No Explicit DI,Data Available
South Africa,1990,No Explicit DI,Data Available
South Africa,1991,No Explicit DI,Data Available
South Africa,1992,No Explicit DI,Data Available
South Africa,1993,No Explicit DI,Data Available
South Africa,1994,No Explicit DI,Data Available
South Africa,1995,No Explicit DI,Data Available
South Africa,1996,No Explicit DI,Data Available
South Africa,1997,No Explicit DI,Data Available
South Africa,1998,No Explicit DI,Data Available
South Africa,1999,No Explicit DI,Data Available
South Africa,2000,No Explicit DI,Data Available
South Africa,2001,No Explicit DI,Data Available
South Africa,2002,No Explicit DI,Data Available
South Africa,2003,No Explicit DI,Data Available
South Africa,2004,No Explicit DI,Data Available
South Africa,2005,No Explicit DI,Data Available
South Africa,2006,No Explicit DI,Data Available
South Africa,2007,No Explicit DI,Data Available
Spain,1970,No Explicit DI,Data Available
Spain,1971,No Explicit DI,Data Available
Spain,1972,No Explicit DI,Data Available
Spain,1973,No Explicit DI,Data Available
Spain,1974,No Explicit DI,Data Available
Spain,1975,No Explicit DI,Data Available
Spain,1976,No Explicit DI,Data Available
Spain,1977,No Explicit DI,Data Available
Spain,1978,No Explicit DI,Data Available
Spain,1979,No Explicit DI,Data Available
Spain,1980,No Explicit DI,Data Available
Spain,1981,No Explicit DI,Data Available
Spain,1982,No Explicit DI,Data Available
Spain,1983,No Explicit DI,Data Available
Spain,1984,No Explicit DI,Data Available
Spain,1985,No Explicit DI,Data Available
Spain,1986,No Explicit DI,Data Available
Spain,1987,No Explicit DI,Data Available
Spain,1988,No Explicit DI,Data Available
Spain,1989,No Explicit DI,Data Available
Spain,1990,No Explicit DI,Data Available
Spain,1991,No Explicit DI,Data Available
Spain,1992,No Explicit DI,Data Available
Spain,1993,No Explicit DI,Data Available
Spain,1994,No Explicit DI,Data Available
Spain,1995,No Explicit DI,Data Available
Spain,1996,No Explicit DI,Data Available
Spain,1997,Special./Indp.,Data Available
Spain,1998,Special./Indp.,Data Available
Spain,1999,Special./Indp.,Data Available
Spain,2000,Special./Indp.,Data Available
Spain,2001,Special./Indp.,Data Available
Spain,2002,Special./Indp.,Data Available
Spain,2003,Special./Indp.,Data Available
Spain,2004,Special./Indp.,Data Available
Spain,2005,Special./Indp.,Data Available
Spain,2006,Special./Indp.,Data Available
Spain,2007,Special./Indp.,Data Available
Sri Lanka,1970,No Explicit DI,Data Available
Sri Lanka,1971,No Explicit DI,Data Available
Sri Lanka,1972,No Explicit DI,Data Available
Sri Lanka,1973,No Explicit DI,Data Available
Sri Lanka,1974,No Explicit DI,Data Available
Sri Lanka,1975,No Explicit DI,Data Available
Sri Lanka,1976,No Explicit DI,Data Available
Sri Lanka,1977,No Explicit DI,Data Available
Sri Lanka,1978,No Explicit DI,Data Available
Sri Lanka,1979,No Explicit DI,Data Available
Sri Lanka,1980,No Explicit DI,Data Available
Sri Lanka,1981,No Explicit DI,Data Available
Sri Lanka,1982,No Explicit DI,Data Available
Sri Lanka,1983,No Explicit DI,Data Available
Sri Lanka,1984,No Explicit DI,Data Available
Sri Lanka,1985,No Explicit DI,Data Available
Sri Lanka,1986,No Explicit DI,Data Available
Sri Lanka,1987,Central Bank,Data Available
Sri Lanka,1988,Central Bank,Data Available
Sri Lanka,1989,Central Bank,Data Available
Sri Lanka,1990,Central Bank,Data Available
Sri Lanka,1991,Central Bank,Data Available
Sri Lanka,1992,Central Bank,Data Available
Sri Lanka,1993,Central Bank,Data Available
Sri Lanka,1994,Central Bank,Data Available
Sri Lanka,1995,Central Bank,Data Available
Sri Lanka,1996,Central Bank,Data Available
Sri Lanka,1997,Central Bank,Data Available
Sri Lanka,1998,Central Bank,Data Available
Sri Lanka,1999,Central Bank,Data Available
Sri Lanka,2000,Central Bank,Data Available
Sri Lanka,2001,Central Bank,Data Available
Sri Lanka,2002,Central Bank,Data Available
Sri Lanka,2003,Central Bank,Data Available
Sri Lanka,2004,Central Bank,Data Available
Sri Lanka,2005,Central Bank,Data Available
Sri Lanka,2006,Central Bank,Data Available
Sri Lanka,2007,Central Bank,Data Available
St. Lucia,1979,No Explicit DI,No Crisis Data
St. Lucia,1980,No Explicit DI,No Crisis Data
St. Lucia,1981,No Explicit DI,No Crisis Data
St. Lucia,1982,No Explicit DI,No Crisis Data
St. Lucia,1983,No Explicit DI,No Crisis Data
St. Lucia,1984,No Explicit DI,No Crisis Data
St. Lucia,1985,No Explicit DI,No Crisis Data
St. Lucia,1986,No Explicit DI,No Crisis Data
St. Lucia,1987,No Explicit DI,No Crisis Data
St. Lucia,1988,No Explicit DI,No Crisis Data
St. Lucia,1989,No Explicit DI,No Crisis Data
St. Lucia,1990,No Explicit DI,No Crisis Data
St. Lucia,1991,No Explicit DI,No Crisis Data
St. Lucia,1992,No Explicit DI,No Crisis Data
St. Lucia,1993,No Explicit DI,No Crisis Data
St. Lucia,1994,No Explicit DI,No Crisis Data
St. Lucia,1995,No Explicit DI,No Crisis Data
St. Lucia,1996,No Explicit DI,No Crisis Data
St. Lucia,1997,No Explicit DI,No Crisis Data
St. Lucia,1998,No Explicit DI,No Crisis Data
St. Lucia,1999,No Explicit DI,No Crisis Data
St. Lucia,2000,No Explicit DI,No Crisis Data
St. Lucia,2001,No Explicit DI,No Crisis Data
St. Lucia,2002,No Explicit DI,No Crisis Data
St. Lucia,2003,No Explicit DI,No Crisis Data
St. Lucia,2004,No Explicit DI,No Crisis Data
St. Lucia,2005,No Explicit DI,No Crisis Data
St. Lucia,2006,No Explicit DI,No Crisis Data
St. Lucia,2007,No Explicit DI,No Crisis Data
Sudan,1970,No Explicit DI,No Crisis Data
Sudan,1971,No Explicit DI,No Crisis Data
Sudan,1972,No Explicit DI,No Crisis Data
Sudan,1973,No Explicit DI,No Crisis Data
Sudan,1974,No Explicit DI,No Crisis Data
Sudan,1975,No Explicit DI,No Crisis Data
Sudan,1976,No Explicit DI,No Crisis Data
Sudan,1977,No Explicit DI,No Crisis Data
Sudan,1978,No Explicit DI,No Crisis Data
Sudan,1979,No Explicit DI,No Crisis Data
Sudan,1980,No Explicit DI,No Crisis Data
Sudan,1981,No Explicit DI,No Crisis Data
Sudan,1982,No Explicit DI,No Crisis Data
Sudan,1983,No Explicit DI,No Crisis Data
Sudan,1984,No Explicit DI,No Crisis Data
Sudan,1985,No Explicit DI,No Crisis Data
Sudan,1986,No Explicit DI,No Crisis Data
Sudan,1987,No Explicit DI,No Crisis Data
Sudan,1988,No Explicit DI,No Crisis Data
Sudan,1989,No Explicit DI,No Crisis Data
Sudan,1990,No Explicit DI,No Crisis Data
Sudan,1991,No Explicit DI,No Crisis Data
Sudan,1992,No Explicit DI,No Crisis Data
Sudan,1993,No Explicit DI,No Crisis Data
Sudan,1994,No Explicit DI,No Crisis Data
Sudan,1995,No Explicit DI,No Crisis Data
Sudan,1996,No Explicit DI,No Crisis Data
Sudan,1997,No Explicit DI,No Crisis Data
Sudan,1998,No Explicit DI,No Crisis Data
Sudan,1999,No Explicit DI,No Crisis Data
Sudan,2000,No Explicit DI,No Crisis Data
Sudan,2001,No Explicit DI,No Crisis Data
Sudan,2002,Central Bank,No Crisis Data
Sudan,2003,Central Bank,No Crisis Data
Sudan,2004,Central Bank,No Crisis Data
Sudan,2005,Central Bank,No Crisis Data
Sudan,2006,Central Bank,No Crisis Data
Sudan,2007,Central Bank,No Crisis Data
Suriname,1975,No Explicit DI,No Crisis Data
Suriname,1976,No Explicit DI,No Crisis Data
Suriname,1977,No Explicit DI,No Crisis Data
Suriname,1978,No Explicit DI,No Crisis Data
Suriname,1979,No Explicit DI,No Crisis Data
Suriname,1980,No Explicit DI,No Crisis Data
Suriname,1981,No Explicit DI,No Crisis Data
Suriname,1982,No Explicit DI,No Crisis Data
Suriname,1983,No Explicit DI,No Crisis Data
Suriname,1984,No Explicit DI,No Crisis Data
Suriname,1985,No Explicit DI,No Crisis Data
Suriname,1986,No Explicit DI,No Crisis Data
Suriname,1987,No Explicit DI,No Crisis Data
Suriname,1988,No Explicit DI,No Crisis Data
Suriname,1989,No Explicit DI,No Crisis Data
Suriname,1990,No Explicit DI,No Crisis Data
Suriname,1991,No Explicit DI,No Crisis Data
Suriname,1992,No Explicit DI,No Crisis Data
Suriname,1993,No Explicit DI,No Crisis Data
Suriname,1994,No Explicit DI,No Crisis Data
Suriname,1995,No Explicit DI,No Crisis Data
Suriname,1996,No Explicit DI,No Crisis Data
Suriname,1997,No Explicit DI,No Crisis Data
Suriname,1998,No Explicit DI,No Crisis Data
Suriname,1999,No Explicit DI,No Crisis Data
Suriname,2000,No Explicit DI,No Crisis Data
Suriname,2001,No Explicit DI,No Crisis Data
Suriname,2002,No Explicit DI,No Crisis Data
Suriname,2003,No Explicit DI,No Crisis Data
Suriname,2004,No Explicit DI,No Crisis Data
Suriname,2005,No Explicit DI,No Crisis Data
Suriname,2006,No Explicit DI,No Crisis Data
Suriname,2007,No Explicit DI,No Crisis Data
Swaziland,1970,No Explicit DI,No Crisis Data
Swaziland,1971,No Explicit DI,No Crisis Data
Swaziland,1972,No Explicit DI,No Crisis Data
Swaziland,1973,No Explicit DI,No Crisis Data
Swaziland,1974,No Explicit DI,No Crisis Data
Swaziland,1975,No Explicit DI,No Crisis Data
Swaziland,1976,No Explicit DI,No Crisis Data
Swaziland,1977,No Explicit DI,No Crisis Data
Swaziland,1978,No Explicit DI,No Crisis Data
Swaziland,1979,No Explicit DI,No Crisis Data
Swaziland,1980,No Explicit DI,No Crisis Data
Swaziland,1981,No Explicit DI,No Crisis Data
Swaziland,1982,No Explicit DI,No Crisis Data
Swaziland,1983,No Explicit DI,No Crisis Data
Swaziland,1984,No Explicit DI,No Crisis Data
Swaziland,1985,No Explicit DI,No Crisis Data
Swaziland,1986,No Explicit DI,No Crisis Data
Swaziland,1987,No Explicit DI,No Crisis Data
Swaziland,1988,No Explicit DI,No Crisis Data
Swaziland,1989,No Explicit DI,No Crisis Data
Swaziland,1990,No Explicit DI,No Crisis Data
Swaziland,1991,No Explicit DI,No Crisis Data
Swaziland,1992,No Explicit DI,No Crisis Data
Swaziland,1993,No Explicit DI,No Crisis Data
Swaziland,1994,No Explicit DI,No Crisis Data
Swaziland,1995,No Explicit DI,No Crisis Data
Swaziland,1996,No Explicit DI,No Crisis Data
Swaziland,1997,No Explicit DI,No Crisis Data
Swaziland,1998,No Explicit DI,No Crisis Data
Swaziland,1999,No Explicit DI,No Crisis Data
Swaziland,2000,No Explicit DI,No Crisis Data
Swaziland,2001,No Explicit DI,No Crisis Data
Swaziland,2002,No Explicit DI,No Crisis Data
Swaziland,2003,No Explicit DI,No Crisis Data
Swaziland,2004,No Explicit DI,No Crisis Data
Swaziland,2005,No Explicit DI,No Crisis Data
Swaziland,2006,No Explicit DI,No Crisis Data
Swaziland,2007,No Explicit DI,No Crisis Data
Sweden,1970,No Explicit DI,Data Available
Sweden,1971,No Explicit DI,Data Available
Sweden,1972,No Explicit DI,Data Available
Sweden,1973,No Explicit DI,Data Available
Sweden,1974,No Explicit DI,Data Available
Sweden,1975,No Explicit DI,Data Available
Sweden,1976,No Explicit DI,Data Available
Sweden,1977,No Explicit DI,Data Available
Sweden,1978,No Explicit DI,Data Available
Sweden,1979,No Explicit DI,Data Available
Sweden,1980,No Explicit DI,Data Available
Sweden,1981,No Explicit DI,Data Available
Sweden,1982,No Explicit DI,Data Available
Sweden,1983,No Explicit DI,Data Available
Sweden,1984,No Explicit DI,Data Available
Sweden,1985,No Explicit DI,Data Available
Sweden,1986,No Explicit DI,Data Available
Sweden,1987,No Explicit DI,Data Available
Sweden,1988,No Explicit DI,Data Available
Sweden,1989,No Explicit DI,Data Available
Sweden,1990,No Explicit DI,Data Available
Sweden,1991,No Explicit DI,Data Available
Sweden,1992,No Explicit DI,Data Available
Sweden,1993,No Explicit DI,Data Available
Sweden,1994,No Explicit DI,Data Available
Sweden,1995,No Explicit DI,Data Available
Sweden,1996,Special./Indp.,Data Available
Sweden,1997,Special./Indp.,Data Available
Sweden,1998,Special./Indp.,Data Available
Sweden,1999,Special./Indp.,Data Available
Sweden,2000,Special./Indp.,Data Available
Sweden,2001,Special./Indp.,Data Available
Sweden,2002,Special./Indp.,Data Available
Sweden,2003,Special./Indp.,Data Available
Sweden,2004,Special./Indp.,Data Available
Sweden,2005,Special./Indp.,Data Available
Sweden,2006,Special./Indp.,Data Available
Sweden,2007,Special./Indp.,Data Available
Switzerland,1970,No Explicit DI,Data Available
Switzerland,1971,No Explicit DI,Data Available
Switzerland,1972,No Explicit DI,Data Available
Switzerland,1973,No Explicit DI,Data Available
Switzerland,1974,No Explicit DI,Data Available
Switzerland,1975,No Explicit DI,Data Available
Switzerland,1976,No Explicit DI,Data Available
Switzerland,1977,No Explicit DI,Data Available
Switzerland,1978,No Explicit DI,Data Available
Switzerland,1979,No Explicit DI,Data Available
Switzerland,1980,No Explicit DI,Data Available
Switzerland,1981,No Explicit DI,Data Available
Switzerland,1982,No Explicit DI,Data Available
Switzerland,1983,No Explicit DI,Data Available
Switzerland,1984,Ministry of Finance,Data Available
Switzerland,1985,Ministry of Finance,Data Available
Switzerland,1986,Ministry of Finance,Data Available
Switzerland,1987,Ministry of Finance,Data Available
Switzerland,1988,Ministry of Finance,Data Available
Switzerland,1989,Ministry of Finance,Data Available
Switzerland,1990,Ministry of Finance,Data Available
Switzerland,1991,Ministry of Finance,Data Available
Switzerland,1992,Ministry of Finance,Data Available
Switzerland,1993,Ministry of Finance,Data Available
Switzerland,1994,Ministry of Finance,Data Available
Switzerland,1995,Ministry of Finance,Data Available
Switzerland,1996,Ministry of Finance,Data Available
Switzerland,1997,Ministry of Finance,Data Available
Switzerland,1998,Ministry of Finance,Data Available
Switzerland,1999,Ministry of Finance,Data Available
Switzerland,2000,Ministry of Finance,Data Available
Switzerland,2001,Ministry of Finance,Data Available
Switzerland,2002,Ministry of Finance,Data Available
Switzerland,2003,Ministry of Finance,Data Available
Switzerland,2004,Ministry of Finance,Data Available
Switzerland,2005,Ministry of Finance,Data Available
Switzerland,2006,Ministry of Finance,Data Available
Switzerland,2007,Ministry of Finance,Data Available
Syria,1970,No Explicit DI,No Crisis Data
Syria,1971,No Explicit DI,No Crisis Data
Syria,1972,No Explicit DI,No Crisis Data
Syria,1973,No Explicit DI,No Crisis Data
Syria,1974,No Explicit DI,No Crisis Data
Syria,1975,No Explicit DI,No Crisis Data
Syria,1976,No Explicit DI,No Crisis Data
Syria,1977,No Explicit DI,No Crisis Data
Syria,1978,No Explicit DI,No Crisis Data
Syria,1979,No Explicit DI,No Crisis Data
Syria,1980,No Explicit DI,No Crisis Data
Syria,1981,No Explicit DI,No Crisis Data
Syria,1982,No Explicit DI,No Crisis Data
Syria,1983,No Explicit DI,No Crisis Data
Syria,1984,No Explicit DI,No Crisis Data
Syria,1985,No Explicit DI,No Crisis Data
Syria,1986,No Explicit DI,No Crisis Data
Syria,1987,No Explicit DI,No Crisis Data
Syria,1988,No Explicit DI,No Crisis Data
Syria,1989,No Explicit DI,No Crisis Data
Syria,1990,No Explicit DI,No Crisis Data
Syria,1991,No Explicit DI,No Crisis Data
Syria,1992,No Explicit DI,No Crisis Data
Syria,1993,No Explicit DI,No Crisis Data
Syria,1994,No Explicit DI,No Crisis Data
Syria,1995,No Explicit DI,No Crisis Data
Syria,1996,No Explicit DI,No Crisis Data
Syria,1997,No Explicit DI,No Crisis Data
Syria,1998,No Explicit DI,No Crisis Data
Syria,1999,No Explicit DI,No Crisis Data
Syria,2000,No Explicit DI,No Crisis Data
Syria,2001,No Explicit DI,No Crisis Data
Syria,2002,No Explicit DI,No Crisis Data
Syria,2003,No Explicit DI,No Crisis Data
Syria,2004,No Explicit DI,No Crisis Data
Syria,2005,No Explicit DI,No Crisis Data
Syria,2006,No Explicit DI,No Crisis Data
Syria,2007,No Explicit DI,No Crisis Data
Taiwan,1970,No Explicit DI,Data Available
Taiwan,1971,No Explicit DI,Data Available
Taiwan,1972,No Explicit DI,Data Available
Taiwan,1973,No Explicit DI,Data Available
Taiwan,1974,No Explicit DI,Data Available
Taiwan,1975,No Explicit DI,Data Available
Taiwan,1976,No Explicit DI,Data Available
Taiwan,1977,No Explicit DI,Data Available
Taiwan,1978,No Explicit DI,Data Available
Taiwan,1979,No Explicit DI,Data Available
Taiwan,1980,No Explicit DI,Data Available
Taiwan,1981,No Explicit DI,Data Available
Taiwan,1982,No Explicit DI,Data Available
Taiwan,1983,No Explicit DI,Data Available
Taiwan,1984,No Explicit DI,Data Available
Taiwan,1985,Special./Indp.,Data Available
Taiwan,1986,Special./Indp.,Data Available
Taiwan,1987,Special./Indp.,Data Available
Taiwan,1988,Special./Indp.,Data Available
Taiwan,1989,Special./Indp.,Data Available
Taiwan,1990,Special./Indp.,Data Available
Taiwan,1991,Special./Indp.,Data Available
Taiwan,1992,Special./Indp.,Data Available
Taiwan,1993,Special./Indp.,Data Available
Taiwan,1994,Special./Indp.,Data Available
Taiwan,1995,Special./Indp.,Data Available
Taiwan,1996,Special./Indp.,Data Available
Taiwan,1997,Special./Indp.,Data Available
Taiwan,1998,Special./Indp.,Data Available
Taiwan,1999,Special./Indp.,Data Available
Taiwan,2000,Special./Indp.,Data Available
Taiwan,2001,Special./Indp.,Data Available
Taiwan,2002,Special./Indp.,Data Available
Taiwan,2003,Special./Indp.,Data Available
Taiwan,2004,Special./Indp.,Data Available
Taiwan,2005,Special./Indp.,Data Available
Taiwan,2006,Special./Indp.,Data Available
Taiwan,2007,Special./Indp.,Data Available
Tajikistan,1991,No Explicit DI,No Crisis Data
Tajikistan,1992,No Explicit DI,No Crisis Data
Tajikistan,1993,No Explicit DI,No Crisis Data
Tajikistan,1994,No Explicit DI,No Crisis Data
Tajikistan,1995,No Explicit DI,No Crisis Data
Tajikistan,1996,No Explicit DI,No Crisis Data
Tajikistan,1997,No Explicit DI,No Crisis Data
Tajikistan,1998,No Explicit DI,No Crisis Data
Tajikistan,1999,No Explicit DI,No Crisis Data
Tajikistan,2000,No Explicit DI,No Crisis Data
Tajikistan,2001,No Explicit DI,No Crisis Data
Tajikistan,2002,No Explicit DI,No Crisis Data
Tajikistan,2003,Ministry of Finance,No Crisis Data
Tajikistan,2004,Ministry of Finance,No Crisis Data
Tajikistan,2005,Ministry of Finance,No Crisis Data
Tajikistan,2006,Ministry of Finance,No Crisis Data
Tajikistan,2007,Ministry of Finance,No Crisis Data
Tanzania,1970,No Explicit DI,No Crisis Data
Tanzania,1971,No Explicit DI,No Crisis Data
Tanzania,1972,No Explicit DI,No Crisis Data
Tanzania,1973,No Explicit DI,No Crisis Data
Tanzania,1974,No Explicit DI,No Crisis Data
Tanzania,1975,No Explicit DI,No Crisis Data
Tanzania,1976,No Explicit DI,No Crisis Data
Tanzania,1977,No Explicit DI,No Crisis Data
Tanzania,1978,No Explicit DI,No Crisis Data
Tanzania,1979,No Explicit DI,No Crisis Data
Tanzania,1980,No Explicit DI,No Crisis Data
Tanzania,1981,No Explicit DI,No Crisis Data
Tanzania,1982,No Explicit DI,No Crisis Data
Tanzania,1983,No Explicit DI,No Crisis Data
Tanzania,1984,No Explicit DI,No Crisis Data
Tanzania,1985,No Explicit DI,No Crisis Data
Tanzania,1986,No Explicit DI,No Crisis Data
Tanzania,1987,No Explicit DI,No Crisis Data
Tanzania,1988,No Explicit DI,No Crisis Data
Tanzania,1989,No Explicit DI,No Crisis Data
Tanzania,1990,No Explicit DI,No Crisis Data
Tanzania,1991,No Explicit DI,No Crisis Data
Tanzania,1992,No Explicit DI,No Crisis Data
Tanzania,1993,No Explicit DI,No Crisis Data
Tanzania,1994,Special./Indp.,No Crisis Data
Tanzania,1995,Special./Indp.,No Crisis Data
Tanzania,1996,Special./Indp.,No Crisis Data
Tanzania,1997,Special./Indp.,No Crisis Data
Tanzania,1998,Special./Indp.,No Crisis Data
Tanzania,1999,Special./Indp.,No Crisis Data
Tanzania,2000,Special./Indp.,No Crisis Data
Tanzania,2001,Special./Indp.,No Crisis Data
Tanzania,2002,Special./Indp.,No Crisis Data
Tanzania,2003,Special./Indp.,No Crisis Data
Tanzania,2004,Special./Indp.,No Crisis Data
Tanzania,2005,Special./Indp.,No Crisis Data
Tanzania,2006,Special./Indp.,No Crisis Data
Tanzania,2007,Special./Indp.,No Crisis Data
Thailand,1970,No Explicit DI,Data Available
Thailand,1971,No Explicit DI,Data Available
Thailand,1972,No Explicit DI,Data Available
Thailand,1973,No Explicit DI,Data Available
Thailand,1974,No Explicit DI,Data Available
Thailand,1975,No Explicit DI,Data Available
Thailand,1976,No Explicit DI,Data Available
Thailand,1977,No Explicit DI,Data Available
Thailand,1978,No Explicit DI,Data Available
Thailand,1979,No Explicit DI,Data Available
Thailand,1980,No Explicit DI,Data Available
Thailand,1981,No Explicit DI,Data Available
Thailand,1982,No Explicit DI,Data Available
Thailand,1983,No Explicit DI,Data Available
Thailand,1984,No Explicit DI,Data Available
Thailand,1985,No Explicit DI,Data Available
Thailand,1986,No Explicit DI,Data Available
Thailand,1987,No Explicit DI,Data Available
Thailand,1988,No Explicit DI,Data Available
Thailand,1989,No Explicit DI,Data Available
Thailand,1990,No Explicit DI,Data Available
Thailand,1991,No Explicit DI,Data Available
Thailand,1992,No Explicit DI,Data Available
Thailand,1993,No Explicit DI,Data Available
Thailand,1994,No Explicit DI,Data Available
Thailand,1995,No Explicit DI,Data Available
Thailand,1996,No Explicit DI,Data Available
Thailand,1997,Ministry of Finance,Data Available
Thailand,1998,Ministry of Finance,Data Available
Thailand,1999,Ministry of Finance,Data Available
Thailand,2000,Ministry of Finance,Data Available
Thailand,2001,Ministry of Finance,Data Available
Thailand,2002,Ministry of Finance,Data Available
Thailand,2003,Ministry of Finance,Data Available
Thailand,2004,Ministry of Finance,Data Available
Thailand,2005,Ministry of Finance,Data Available
Thailand,2006,Ministry of Finance,Data Available
Thailand,2007,Ministry of Finance,Data Available
Togo,1970,No Explicit DI,No Crisis Data
Togo,1971,No Explicit DI,No Crisis Data
Togo,1972,No Explicit DI,No Crisis Data
Togo,1973,No Explicit DI,No Crisis Data
Togo,1974,No Explicit DI,No Crisis Data
Togo,1975,No Explicit DI,No Crisis Data
Togo,1976,No Explicit DI,No Crisis Data
Togo,1977,No Explicit DI,No Crisis Data
Togo,1978,No Explicit DI,No Crisis Data
Togo,1979,No Explicit DI,No Crisis Data
Togo,1980,No Explicit DI,No Crisis Data
Togo,1981,No Explicit DI,No Crisis Data
Togo,1982,No Explicit DI,No Crisis Data
Togo,1983,No Explicit DI,No Crisis Data
Togo,1984,No Explicit DI,No Crisis Data
Togo,1985,No Explicit DI,No Crisis Data
Togo,1986,No Explicit DI,No Crisis Data
Togo,1987,No Explicit DI,No Crisis Data
Togo,1988,No Explicit DI,No Crisis Data
Togo,1989,No Explicit DI,No Crisis Data
Togo,1990,No Explicit DI,No Crisis Data
Togo,1991,No Explicit DI,No Crisis Data
Togo,1992,No Explicit DI,No Crisis Data
Togo,1993,No Explicit DI,No Crisis Data
Togo,1994,No Explicit DI,No Crisis Data
Togo,1995,No Explicit DI,No Crisis Data
Togo,1996,No Explicit DI,No Crisis Data
Togo,1997,No Explicit DI,No Crisis Data
Togo,1998,No Explicit DI,No Crisis Data
Togo,1999,No Explicit DI,No Crisis Data
Togo,2000,No Explicit DI,No Crisis Data
Togo,2001,No Explicit DI,No Crisis Data
Togo,2002,No Explicit DI,No Crisis Data
Togo,2003,No Explicit DI,No Crisis Data
Togo,2004,No Explicit DI,No Crisis Data
Togo,2005,No Explicit DI,No Crisis Data
Togo,2006,No Explicit DI,No Crisis Data
Togo,2007,No Explicit DI,No Crisis Data
Trinidad and Tobago,1970,No Explicit DI,No Crisis Data
Trinidad and Tobago,1971,No Explicit DI,No Crisis Data
Trinidad and Tobago,1972,No Explicit DI,No Crisis Data
Trinidad and Tobago,1973,No Explicit DI,No Crisis Data
Trinidad and Tobago,1974,No Explicit DI,No Crisis Data
Trinidad and Tobago,1975,No Explicit DI,No Crisis Data
Trinidad and Tobago,1976,No Explicit DI,No Crisis Data
Trinidad and Tobago,1977,No Explicit DI,No Crisis Data
Trinidad and Tobago,1978,No Explicit DI,No Crisis Data
Trinidad and Tobago,1979,No Explicit DI,No Crisis Data
Trinidad and Tobago,1980,No Explicit DI,No Crisis Data
Trinidad and Tobago,1981,No Explicit DI,No Crisis Data
Trinidad and Tobago,1982,No Explicit DI,No Crisis Data
Trinidad and Tobago,1983,No Explicit DI,No Crisis Data
Trinidad and Tobago,1984,No Explicit DI,No Crisis Data
Trinidad and Tobago,1985,No Explicit DI,No Crisis Data
Trinidad and Tobago,1986,Special./Indp.,No Crisis Data
Trinidad and Tobago,1987,Special./Indp.,No Crisis Data
Trinidad and Tobago,1988,Special./Indp.,No Crisis Data
Trinidad and Tobago,1989,Special./Indp.,No Crisis Data
Trinidad and Tobago,1990,Special./Indp.,No Crisis Data
Trinidad and Tobago,1991,Special./Indp.,No Crisis Data
Trinidad and Tobago,1992,Special./Indp.,No Crisis Data
Trinidad and Tobago,1993,Special./Indp.,No Crisis Data
Trinidad and Tobago,1994,Special./Indp.,No Crisis Data
Trinidad and Tobago,1995,Special./Indp.,No Crisis Data
