iso2c,country,year,di_state,no_RandR
PT,Portugal,1982,No Explicit DI,Data Available
PT,Portugal,1983,No Explicit DI,Data Available
PT,Portugal,1984,No Explicit DI,Data Available
PT,Portugal,1985,No Explicit DI,Data Available
PT,Portugal,1986,No Explicit DI,Data Available
PT,Portugal,1987,No Explicit DI,Data Available
PT,Portugal,1988,No Explicit DI,Data Available
PT,Portugal,1989,No Explicit DI,Data Available
PT,Portugal,1990,No Explicit DI,Data Available
PT,Portugal,1991,No Explicit DI,Data Available
PT,Portugal,1992,Central Bank,Data Available
PT,Portugal,1993,Central Bank,Data Available
PT,Portugal,1994,Central Bank,Data Available
PT,Portugal,1995,Central Bank,Data Available
PT,Portugal,1996,Central Bank,Data Available
PT,Portugal,1997,Central Bank,Data Available
PT,Portugal,1998,Central Bank,Data Available
PT,Portugal,1999,Central Bank,Data Available
PT,Portugal,2000,Central Bank,Data Available
PT,Portugal,2001,Central Bank,Data Available
PT,Portugal,2002,Central Bank,Data Available
PT,Portugal,2003,Central Bank,Data Available
PT,Portugal,2004,Central Bank,Data Available
PT,Portugal,2005,Central Bank,Data Available
PT,Portugal,2006,Central Bank,Data Available
PT,Portugal,2007,Central Bank,Data Available
QA,Qatar,1971,No Explicit DI,No Crisis Data
QA,Qatar,1972,No Explicit DI,No Crisis Data
QA,Qatar,1973,No Explicit DI,No Crisis Data
QA,Qatar,1974,No Explicit DI,No Crisis Data
QA,Qatar,1975,No Explicit DI,No Crisis Data
QA,Qatar,1976,No Explicit DI,No Crisis Data
QA,Qatar,1977,No Explicit DI,No Crisis Data
QA,Qatar,1978,No Explicit DI,No Crisis Data
QA,Qatar,1979,No Explicit DI,No Crisis Data
QA,Qatar,1980,No Explicit DI,No Crisis Data
QA,Qatar,1981,No Explicit DI,No Crisis Data
QA,Qatar,1982,No Explicit DI,No Crisis Data
QA,Qatar,1983,No Explicit DI,No Crisis Data
QA,Qatar,1984,No Explicit DI,No Crisis Data
QA,Qatar,1985,No Explicit DI,No Crisis Data
QA,Qatar,1986,No Explicit DI,No Crisis Data
QA,Qatar,1987,No Explicit DI,No Crisis Data
QA,Qatar,1988,No Explicit DI,No Crisis Data
QA,Qatar,1989,No Explicit DI,No Crisis Data
QA,Qatar,1990,No Explicit DI,No Crisis Data
QA,Qatar,1991,No Explicit DI,No Crisis Data
QA,Qatar,1992,No Explicit DI,No Crisis Data
QA,Qatar,1993,No Explicit DI,No Crisis Data
QA,Qatar,1994,No Explicit DI,No Crisis Data
QA,Qatar,1995,No Explicit DI,No Crisis Data
QA,Qatar,1996,No Explicit DI,No Crisis Data
QA,Qatar,1997,No Explicit DI,No Crisis Data
QA,Qatar,1998,No Explicit DI,No Crisis Data
QA,Qatar,1999,No Explicit DI,No Crisis Data
QA,Qatar,2000,No Explicit DI,No Crisis Data
QA,Qatar,2001,No Explicit DI,No Crisis Data
QA,Qatar,2002,No Explicit DI,No Crisis Data
QA,Qatar,2003,No Explicit DI,No Crisis Data
QA,Qatar,2004,No Explicit DI,No Crisis Data
QA,Qatar,2005,No Explicit DI,No Crisis Data
QA,Qatar,2006,No Explicit DI,No Crisis Data
QA,Qatar,2007,No Explicit DI,No Crisis Data
RO,Romania,1970,No Explicit DI,Data Available
RO,Romania,1971,No Explicit DI,Data Available
RO,Romania,1972,No Explicit DI,Data Available
RO,Romania,1973,No Explicit DI,Data Available
RO,Romania,1974,No Explicit DI,Data Available
RO,Romania,1975,No Explicit DI,Data Available
RO,Romania,1976,No Explicit DI,Data Available
RO,Romania,1977,No Explicit DI,Data Available
RO,Romania,1978,No Explicit DI,Data Available
RO,Romania,1979,No Explicit DI,Data Available
RO,Romania,1980,No Explicit DI,Data Available
RO,Romania,1981,No Explicit DI,Data Available
RO,Romania,1982,No Explicit DI,Data Available
RO,Romania,1983,No Explicit DI,Data Available
RO,Romania,1984,No Explicit DI,Data Available
RO,Romania,1985,No Explicit DI,Data Available
RO,Romania,1986,No Explicit DI,Data Available
RO,Romania,1987,No Explicit DI,Data Available
RO,Romania,1988,No Explicit DI,Data Available
RO,Romania,1989,No Explicit DI,Data Available
RO,Romania,1990,No Explicit DI,Data Available
RO,Romania,1991,No Explicit DI,Data Available
RO,Romania,1992,No Explicit DI,Data Available
RO,Romania,1993,No Explicit DI,Data Available
RO,Romania,1994,No Explicit DI,Data Available
RO,Romania,1995,No Explicit DI,Data Available
RO,Romania,1996,Central Bank,Data Available
RO,Romania,1997,Central Bank,Data Available
RO,Romania,1998,Central Bank,Data Available
RO,Romania,1999,Central Bank,Data Available
RO,Romania,2000,Central Bank,Data Available
RO,Romania,2001,Central Bank,Data Available
RO,Romania,2002,Central Bank,Data Available
RO,Romania,2003,Central Bank,Data Available
RO,Romania,2004,Central Bank,Data Available
RO,Romania,2005,Central Bank,Data Available
RO,Romania,2006,Central Bank,Data Available
RO,Romania,2007,Central Bank,Data Available
RU,Russian Federation,1970,No Explicit DI,Data Available
RU,Russian Federation,1971,No Explicit DI,Data Available
RU,Russian Federation,1972,No Explicit DI,Data Available
RU,Russian Federation,1973,No Explicit DI,Data Available
RU,Russian Federation,1974,No Explicit DI,Data Available
RU,Russian Federation,1975,No Explicit DI,Data Available
RU,Russian Federation,1976,No Explicit DI,Data Available
RU,Russian Federation,1977,No Explicit DI,Data Available
RU,Russian Federation,1978,No Explicit DI,Data Available
RU,Russian Federation,1979,No Explicit DI,Data Available
RU,Russian Federation,1980,No Explicit DI,Data Available
RU,Russian Federation,1981,No Explicit DI,Data Available
RU,Russian Federation,1982,No Explicit DI,Data Available
RU,Russian Federation,1983,No Explicit DI,Data Available
RU,Russian Federation,1984,No Explicit DI,Data Available
RU,Russian Federation,1985,No Explicit DI,Data Available
RU,Russian Federation,1986,No Explicit DI,Data Available
RU,Russian Federation,1987,No Explicit DI,Data Available
RU,Russian Federation,1988,No Explicit DI,Data Available
RU,Russian Federation,1989,No Explicit DI,Data Available
RU,Russian Federation,1990,No Explicit DI,Data Available
RU,Russian Federation,1991,No Explicit DI,Data Available
RU,Russian Federation,1992,No Explicit DI,Data Available
RU,Russian Federation,1993,No Explicit DI,Data Available
RU,Russian Federation,1994,No Explicit DI,Data Available
RU,Russian Federation,1995,No Explicit DI,Data Available
RU,Russian Federation,1996,No Explicit DI,Data Available
RU,Russian Federation,1997,No Explicit DI,Data Available
RU,Russian Federation,1998,No Explicit DI,Data Available
RU,Russian Federation,1999,No Explicit DI,Data Available
RU,Russian Federation,2000,No Explicit DI,Data Available
RU,Russian Federation,2001,No Explicit DI,Data Available
RU,Russian Federation,2002,No Explicit DI,Data Available
RU,Russian Federation,2003,Special./Indp.,Data Available
RU,Russian Federation,2004,Special./Indp.,Data Available
RU,Russian Federation,2005,Special./Indp.,Data Available
RU,Russian Federation,2006,Special./Indp.,Data Available
RU,Russian Federation,2007,Special./Indp.,Data Available
RW,Rwanda,1970,No Explicit DI,No Crisis Data
RW,Rwanda,1971,No Explicit DI,No Crisis Data
RW,Rwanda,1972,No Explicit DI,No Crisis Data
RW,Rwanda,1973,No Explicit DI,No Crisis Data
RW,Rwanda,1974,No Explicit DI,No Crisis Data
RW,Rwanda,1975,No Explicit DI,No Crisis Data
RW,Rwanda,1976,No Explicit DI,No Crisis Data
RW,Rwanda,1977,No Explicit DI,No Crisis Data
RW,Rwanda,1978,No Explicit DI,No Crisis Data
RW,Rwanda,1979,No Explicit DI,No Crisis Data
RW,Rwanda,1980,No Explicit DI,No Crisis Data
RW,Rwanda,1981,No Explicit DI,No Crisis Data
RW,Rwanda,1982,No Explicit DI,No Crisis Data
RW,Rwanda,1983,No Explicit DI,No Crisis Data
RW,Rwanda,1984,No Explicit DI,No Crisis Data
RW,Rwanda,1985,No Explicit DI,No Crisis Data
RW,Rwanda,1986,No Explicit DI,No Crisis Data
RW,Rwanda,1987,No Explicit DI,No Crisis Data
RW,Rwanda,1988,No Explicit DI,No Crisis Data
RW,Rwanda,1989,No Explicit DI,No Crisis Data
RW,Rwanda,1990,No Explicit DI,No Crisis Data
RW,Rwanda,1991,No Explicit DI,No Crisis Data
RW,Rwanda,1992,No Explicit DI,No Crisis Data
RW,Rwanda,1993,No Explicit DI,No Crisis Data
RW,Rwanda,1994,No Explicit DI,No Crisis Data
RW,Rwanda,1995,No Explicit DI,No Crisis Data
RW,Rwanda,1996,No Explicit DI,No Crisis Data
RW,Rwanda,1997,No Explicit DI,No Crisis Data
RW,Rwanda,1998,No Explicit DI,No Crisis Data
RW,Rwanda,1999,No Explicit DI,No Crisis Data
RW,Rwanda,2000,No Explicit DI,No Crisis Data
RW,Rwanda,2001,No Explicit DI,No Crisis Data
RW,Rwanda,2002,No Explicit DI,No Crisis Data
RW,Rwanda,2003,No Explicit DI,No Crisis Data
RW,Rwanda,2004,No Explicit DI,No Crisis Data
RW,Rwanda,2005,No Explicit DI,No Crisis Data
RW,Rwanda,2006,No Explicit DI,No Crisis Data
RW,Rwanda,2007,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1970,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1971,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1972,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1973,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1974,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1975,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1976,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1977,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1978,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1979,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1980,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1981,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1982,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1983,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1984,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1985,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1986,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1987,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1988,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1989,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1990,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1991,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1992,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1993,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1994,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1995,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1996,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1997,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1998,No Explicit DI,No Crisis Data
SA,Saudi Arabia,1999,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2000,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2001,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2002,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2003,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2004,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2005,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2006,No Explicit DI,No Crisis Data
SA,Saudi Arabia,2007,No Explicit DI,No Crisis Data
SN,Senegal,1970,No Explicit DI,No Crisis Data
SN,Senegal,1971,No Explicit DI,No Crisis Data
SN,Senegal,1972,No Explicit DI,No Crisis Data
SN,Senegal,1973,No Explicit DI,No Crisis Data
SN,Senegal,1974,No Explicit DI,No Crisis Data
SN,Senegal,1975,No Explicit DI,No Crisis Data
SN,Senegal,1976,No Explicit DI,No Crisis Data
SN,Senegal,1977,No Explicit DI,No Crisis Data
SN,Senegal,1978,No Explicit DI,No Crisis Data
SN,Senegal,1979,No Explicit DI,No Crisis Data
SN,Senegal,1980,No Explicit DI,No Crisis Data
SN,Senegal,1981,No Explicit DI,No Crisis Data
SN,Senegal,1982,No Explicit DI,No Crisis Data
SN,Senegal,1983,No Explicit DI,No Crisis Data
SN,Senegal,1984,No Explicit DI,No Crisis Data
SN,Senegal,1985,No Explicit DI,No Crisis Data
SN,Senegal,1986,No Explicit DI,No Crisis Data
SN,Senegal,1987,No Explicit DI,No Crisis Data
SN,Senegal,1988,No Explicit DI,No Crisis Data
SN,Senegal,1989,No Explicit DI,No Crisis Data
SN,Senegal,1990,No Explicit DI,No Crisis Data
SN,Senegal,1991,No Explicit DI,No Crisis Data
SN,Senegal,1992,No Explicit DI,No Crisis Data
SN,Senegal,1993,No Explicit DI,No Crisis Data
SN,Senegal,1994,No Explicit DI,No Crisis Data
SN,Senegal,1995,No Explicit DI,No Crisis Data
SN,Senegal,1996,No Explicit DI,No Crisis Data
SN,Senegal,1997,No Explicit DI,No Crisis Data
SN,Senegal,1998,No Explicit DI,No Crisis Data
SN,Senegal,1999,No Explicit DI,No Crisis Data
SN,Senegal,2000,No Explicit DI,No Crisis Data
SN,Senegal,2001,No Explicit DI,No Crisis Data
SN,Senegal,2002,No Explicit DI,No Crisis Data
SN,Senegal,2003,No Explicit DI,No Crisis Data
SN,Senegal,2004,No Explicit DI,No Crisis Data
SN,Senegal,2005,No Explicit DI,No Crisis Data
SN,Senegal,2006,No Explicit DI,No Crisis Data
SN,Senegal,2007,No Explicit DI,No Crisis Data
SC,Seychelles,1976,No Explicit DI,No Crisis Data
SC,Seychelles,1977,No Explicit DI,No Crisis Data
SC,Seychelles,1978,No Explicit DI,No Crisis Data
SC,Seychelles,1979,No Explicit DI,No Crisis Data
SC,Seychelles,1980,No Explicit DI,No Crisis Data
SC,Seychelles,1981,No Explicit DI,No Crisis Data
SC,Seychelles,1982,No Explicit DI,No Crisis Data
SC,Seychelles,1983,No Explicit DI,No Crisis Data
SC,Seychelles,1984,No Explicit DI,No Crisis Data
SC,Seychelles,1985,No Explicit DI,No Crisis Data
SC,Seychelles,1986,No Explicit DI,No Crisis Data
SC,Seychelles,1987,No Explicit DI,No Crisis Data
SC,Seychelles,1988,No Explicit DI,No Crisis Data
SC,Seychelles,1989,No Explicit DI,No Crisis Data
SC,Seychelles,1990,No Explicit DI,No Crisis Data
SC,Seychelles,1991,No Explicit DI,No Crisis Data
SC,Seychelles,1992,No Explicit DI,No Crisis Data
SC,Seychelles,1993,No Explicit DI,No Crisis Data
SC,Seychelles,1994,No Explicit DI,No Crisis Data
SC,Seychelles,1995,No Explicit DI,No Crisis Data
SC,Seychelles,1996,No Explicit DI,No Crisis Data
SC,Seychelles,1997,No Explicit DI,No Crisis Data
SC,Seychelles,1998,No Explicit DI,No Crisis Data
SC,Seychelles,1999,No Explicit DI,No Crisis Data
SC,Seychelles,2000,No Explicit DI,No Crisis Data
SC,Seychelles,2001,No Explicit DI,No Crisis Data
SC,Seychelles,2002,No Explicit DI,No Crisis Data
SC,Seychelles,2003,No Explicit DI,No Crisis Data
SC,Seychelles,2004,No Explicit DI,No Crisis Data
SC,Seychelles,2005,No Explicit DI,No Crisis Data
SC,Seychelles,2006,No Explicit DI,No Crisis Data
SC,Seychelles,2007,No Explicit DI,No Crisis Data
SL,Sierra Leone,1970,No Explicit DI,No Crisis Data
SL,Sierra Leone,1971,No Explicit DI,No Crisis Data
SL,Sierra Leone,1972,No Explicit DI,No Crisis Data
SL,Sierra Leone,1973,No Explicit DI,No Crisis Data
SL,Sierra Leone,1974,No Explicit DI,No Crisis Data
SL,Sierra Leone,1975,No Explicit DI,No Crisis Data
SL,Sierra Leone,1976,No Explicit DI,No Crisis Data
SL,Sierra Leone,1977,No Explicit DI,No Crisis Data
SL,Sierra Leone,1978,No Explicit DI,No Crisis Data
SL,Sierra Leone,1979,No Explicit DI,No Crisis Data
SL,Sierra Leone,1980,No Explicit DI,No Crisis Data
SL,Sierra Leone,1981,No Explicit DI,No Crisis Data
SL,Sierra Leone,1982,No Explicit DI,No Crisis Data
SL,Sierra Leone,1983,No Explicit DI,No Crisis Data
SL,Sierra Leone,1984,No Explicit DI,No Crisis Data
SL,Sierra Leone,1985,No Explicit DI,No Crisis Data
SL,Sierra Leone,1986,No Explicit DI,No Crisis Data
SL,Sierra Leone,1987,No Explicit DI,No Crisis Data
SL,Sierra Leone,1988,No Explicit DI,No Crisis Data
SL,Sierra Leone,1989,No Explicit DI,No Crisis Data
SL,Sierra Leone,1990,No Explicit DI,No Crisis Data
SL,Sierra Leone,1991,No Explicit DI,No Crisis Data
SL,Sierra Leone,1992,No Explicit DI,No Crisis Data
SL,Sierra Leone,1993,No Explicit DI,No Crisis Data
SL,Sierra Leone,1994,No Explicit DI,No Crisis Data
SL,Sierra Leone,1995,No Explicit DI,No Crisis Data
SL,Sierra Leone,1996,No Explicit DI,No Crisis Data
SL,Sierra Leone,1997,No Explicit DI,No Crisis Data
SL,Sierra Leone,1998,No Explicit DI,No Crisis Data
SL,Sierra Leone,1999,No Explicit DI,No Crisis Data
SL,Sierra Leone,2000,No Explicit DI,No Crisis Data
SL,Sierra Leone,2001,No Explicit DI,No Crisis Data
SL,Sierra Leone,2002,No Explicit DI,No Crisis Data
SL,Sierra Leone,2003,No Explicit DI,No Crisis Data
SL,Sierra Leone,2004,No Explicit DI,No Crisis Data
SL,Sierra Leone,2005,No Explicit DI,No Crisis Data
SL,Sierra Leone,2006,No Explicit DI,No Crisis Data
SL,Sierra Leone,2007,No Explicit DI,No Crisis Data
SG,Singapore,1970,No Explicit DI,Data Available
SG,Singapore,1971,No Explicit DI,Data Available
SG,Singapore,1972,No Explicit DI,Data Available
SG,Singapore,1973,No Explicit DI,Data Available
SG,Singapore,1974,No Explicit DI,Data Available
SG,Singapore,1975,No Explicit DI,Data Available
SG,Singapore,1976,No Explicit DI,Data Available
SG,Singapore,1977,No Explicit DI,Data Available
SG,Singapore,1978,No Explicit DI,Data Available
SG,Singapore,1979,No Explicit DI,Data Available
SG,Singapore,1980,No Explicit DI,Data Available
SG,Singapore,1981,No Explicit DI,Data Available
SG,Singapore,1982,No Explicit DI,Data Available
SG,Singapore,1983,No Explicit DI,Data Available
SG,Singapore,1984,No Explicit DI,Data Available
SG,Singapore,1985,No Explicit DI,Data Available
SG,Singapore,1986,No Explicit DI,Data Available
SG,Singapore,1987,No Explicit DI,Data Available
SG,Singapore,1988,No Explicit DI,Data Available
SG,Singapore,1989,No Explicit DI,Data Available
SG,Singapore,1990,No Explicit DI,Data Available
SG,Singapore,1991,No Explicit DI,Data Available
SG,Singapore,1992,No Explicit DI,Data Available
SG,Singapore,1993,No Explicit DI,Data Available
SG,Singapore,1994,No Explicit DI,Data Available
SG,Singapore,1995,No Explicit DI,Data Available
SG,Singapore,1996,No Explicit DI,Data Available
SG,Singapore,1997,No Explicit DI,Data Available
SG,Singapore,1998,No Explicit DI,Data Available
SG,Singapore,1999,No Explicit DI,Data Available
SG,Singapore,2000,No Explicit DI,Data Available
SG,Singapore,2001,No Explicit DI,Data Available
SG,Singapore,2002,No Explicit DI,Data Available
SG,Singapore,2003,No Explicit DI,Data Available
SG,Singapore,2004,No Explicit DI,Data Available
SG,Singapore,2005,No Explicit DI,Data Available
SG,Singapore,2006,Special./Indp.,Data Available
SG,Singapore,2007,Special./Indp.,Data Available
SK,Slovak Republic,1993,No Explicit DI,No Crisis Data
SK,Slovak Republic,1994,No Explicit DI,No Crisis Data
SK,Slovak Republic,1995,No Explicit DI,No Crisis Data
SK,Slovak Republic,1996,Special./Indp.,No Crisis Data
SK,Slovak Republic,1997,Special./Indp.,No Crisis Data
SK,Slovak Republic,1998,Special./Indp.,No Crisis Data
SK,Slovak Republic,1999,Special./Indp.,No Crisis Data
SK,Slovak Republic,2000,Special./Indp.,No Crisis Data
SK,Slovak Republic,2001,Special./Indp.,No Crisis Data
SK,Slovak Republic,2002,Special./Indp.,No Crisis Data
SK,Slovak Republic,2003,Special./Indp.,No Crisis Data
SK,Slovak Republic,2004,Special./Indp.,No Crisis Data
SK,Slovak Republic,2005,Special./Indp.,No Crisis Data
SK,Slovak Republic,2006,Special./Indp.,No Crisis Data
SK,Slovak Republic,2007,Special./Indp.,No Crisis Data
SI,Slovenia,1991,No Explicit DI,No Crisis Data
SI,Slovenia,1992,No Explicit DI,No Crisis Data
SI,Slovenia,1993,No Explicit DI,No Crisis Data
SI,Slovenia,1994,No Explicit DI,No Crisis Data
SI,Slovenia,1995,No Explicit DI,No Crisis Data
SI,Slovenia,1996,No Explicit DI,No Crisis Data
SI,Slovenia,1997,No Explicit DI,No Crisis Data
SI,Slovenia,1998,No Explicit DI,No Crisis Data
SI,Slovenia,1999,No Explicit DI,No Crisis Data
SI,Slovenia,2000,No Explicit DI,No Crisis Data
SI,Slovenia,2001,Central Bank,No Crisis Data
SI,Slovenia,2002,Central Bank,No Crisis Data
SI,Slovenia,2003,Central Bank,No Crisis Data
SI,Slovenia,2004,Central Bank,No Crisis Data
SI,Slovenia,2005,Central Bank,No Crisis Data
SI,Slovenia,2006,Central Bank,No Crisis Data
SI,Slovenia,2007,Central Bank,No Crisis Data
SB,Solomon Islands,1978,No Explicit DI,No Crisis Data
SB,Solomon Islands,1979,No Explicit DI,No Crisis Data
SB,Solomon Islands,1980,No Explicit DI,No Crisis Data
SB,Solomon Islands,1981,No Explicit DI,No Crisis Data
SB,Solomon Islands,1982,No Explicit DI,No Crisis Data
SB,Solomon Islands,1983,No Explicit DI,No Crisis Data
SB,Solomon Islands,1984,No Explicit DI,No Crisis Data
SB,Solomon Islands,1985,No Explicit DI,No Crisis Data
SB,Solomon Islands,1986,No Explicit DI,No Crisis Data
SB,Solomon Islands,1987,No Explicit DI,No Crisis Data
SB,Solomon Islands,1988,No Explicit DI,No Crisis Data
SB,Solomon Islands,1989,No Explicit DI,No Crisis Data
SB,Solomon Islands,1990,No Explicit DI,No Crisis Data
SB,Solomon Islands,1991,No Explicit DI,No Crisis Data
SB,Solomon Islands,1992,No Explicit DI,No Crisis Data
SB,Solomon Islands,1993,No Explicit DI,No Crisis Data
SB,Solomon Islands,1994,No Explicit DI,No Crisis Data
SB,Solomon Islands,1995,No Explicit DI,No Crisis Data
SB,Solomon Islands,1996,No Explicit DI,No Crisis Data
SB,Solomon Islands,1997,No Explicit DI,No Crisis Data
SB,Solomon Islands,1998,No Explicit DI,No Crisis Data
SB,Solomon Islands,1999,No Explicit DI,No Crisis Data
SB,Solomon Islands,2000,No Explicit DI,No Crisis Data
SB,Solomon Islands,2001,No Explicit DI,No Crisis Data
SB,Solomon Islands,2002,No Explicit DI,No Crisis Data
SB,Solomon Islands,2003,No Explicit DI,No Crisis Data
SB,Solomon Islands,2004,No Explicit DI,No Crisis Data
SB,Solomon Islands,2005,No Explicit DI,No Crisis Data
SB,Solomon Islands,2006,No Explicit DI,No Crisis Data
SB,Solomon Islands,2007,No Explicit DI,No Crisis Data
SO,Somalia,1970,No Explicit DI,No Crisis Data
SO,Somalia,1971,No Explicit DI,No Crisis Data
SO,Somalia,1972,No Explicit DI,No Crisis Data
SO,Somalia,1973,No Explicit DI,No Crisis Data
SO,Somalia,1974,No Explicit DI,No Crisis Data
SO,Somalia,1975,No Explicit DI,No Crisis Data
SO,Somalia,1976,No Explicit DI,No Crisis Data
SO,Somalia,1977,No Explicit DI,No Crisis Data
SO,Somalia,1978,No Explicit DI,No Crisis Data
SO,Somalia,1979,No Explicit DI,No Crisis Data
SO,Somalia,1980,No Explicit DI,No Crisis Data
SO,Somalia,1981,No Explicit DI,No Crisis Data
SO,Somalia,1982,No Explicit DI,No Crisis Data
SO,Somalia,1983,No Explicit DI,No Crisis Data
SO,Somalia,1984,No Explicit DI,No Crisis Data
SO,Somalia,1985,No Explicit DI,No Crisis Data
SO,Somalia,1986,No Explicit DI,No Crisis Data
SO,Somalia,1987,No Explicit DI,No Crisis Data
SO,Somalia,1988,No Explicit DI,No Crisis Data
SO,Somalia,1989,No Explicit DI,No Crisis Data
SO,Somalia,1990,No Explicit DI,No Crisis Data
SO,Somalia,1991,No Explicit DI,No Crisis Data
SO,Somalia,1992,No Explicit DI,No Crisis Data
SO,Somalia,1993,No Explicit DI,No Crisis Data
SO,Somalia,1994,No Explicit DI,No Crisis Data
SO,Somalia,1995,No Explicit DI,No Crisis Data
SO,Somalia,1996,No Explicit DI,No Crisis Data
SO,Somalia,1997,No Explicit DI,No Crisis Data
SO,Somalia,1998,No Explicit DI,No Crisis Data
SO,Somalia,1999,No Explicit DI,No Crisis Data
SO,Somalia,2000,No Explicit DI,No Crisis Data
SO,Somalia,2001,No Explicit DI,No Crisis Data
SO,Somalia,2002,No Explicit DI,No Crisis Data
SO,Somalia,2003,No Explicit DI,No Crisis Data
SO,Somalia,2004,No Explicit DI,No Crisis Data
SO,Somalia,2005,No Explicit DI,No Crisis Data
SO,Somalia,2006,No Explicit DI,No Crisis Data
SO,Somalia,2007,No Explicit DI,No Crisis Data
ZA,South Africa,1970,No Explicit DI,Data Available
ZA,South Africa,1971,No Explicit DI,Data Available
ZA,South Africa,1972,No Explicit DI,Data Available
ZA,South Africa,1973,No Explicit DI,Data Available
ZA,South Africa,1974,No Explicit DI,Data Available
ZA,South Africa,1975,No Explicit DI,Data Available
ZA,South Africa,1976,No Explicit DI,Data Available
ZA,South Africa,1977,No Explicit DI,Data Available
ZA,South Africa,1978,No Explicit DI,Data Available
ZA,South Africa,1979,No Explicit DI,Data Available
ZA,South Africa,1980,No Explicit DI,Data Available
ZA,South Africa,1981,No Explicit DI,Data Available
ZA,South Africa,1982,No Explicit DI,Data Available
ZA,South Africa,1983,No Explicit DI,Data Available
ZA,South Africa,1984,No Explicit DI,Data Available
ZA,South Africa,1985,No Explicit DI,Data Available
ZA,South Africa,1986,No Explicit DI,Data Available
ZA,South Africa,1987,No Explicit DI,Data Available
ZA,South Africa,1988,No Explicit DI,Data Available
ZA,South Africa,1989,No Explicit DI,Data Available
ZA,South Africa,1990,No Explicit DI,Data Available
ZA,South Africa,1991,No Explicit DI,Data Available
ZA,South Africa,1992,No Explicit DI,Data Available
ZA,South Africa,1993,No Explicit DI,Data Available
ZA,South Africa,1994,No Explicit DI,Data Available
ZA,South Africa,1995,No Explicit DI,Data Available
ZA,South Africa,1996,No Explicit DI,Data Available
ZA,South Africa,1997,No Explicit DI,Data Available
ZA,South Africa,1998,No Explicit DI,Data Available
ZA,South Africa,1999,No Explicit DI,Data Available
ZA,South Africa,2000,No Explicit DI,Data Available
ZA,South Africa,2001,No Explicit DI,Data Available
ZA,South Africa,2002,No Explicit DI,Data Available
ZA,South Africa,2003,No Explicit DI,Data Available
ZA,South Africa,2004,No Explicit DI,Data Available
ZA,South Africa,2005,No Explicit DI,Data Available
ZA,South Africa,2006,No Explicit DI,Data Available
ZA,South Africa,2007,No Explicit DI,Data Available
ES,Spain,1970,No Explicit DI,Data Available
ES,Spain,1971,No Explicit DI,Data Available
ES,Spain,1972,No Explicit DI,Data Available
ES,Spain,1973,No Explicit DI,Data Available
ES,Spain,1974,No Explicit DI,Data Available
ES,Spain,1975,No Explicit DI,Data Available
ES,Spain,1976,No Explicit DI,Data Available
ES,Spain,1977,No Explicit DI,Data Available
ES,Spain,1978,No Explicit DI,Data Available
ES,Spain,1979,No Explicit DI,Data Available
ES,Spain,1980,No Explicit DI,Data Available
ES,Spain,1981,No Explicit DI,Data Available
ES,Spain,1982,No Explicit DI,Data Available
ES,Spain,1983,No Explicit DI,Data Available
ES,Spain,1984,No Explicit DI,Data Available
ES,Spain,1985,No Explicit DI,Data Available
ES,Spain,1986,No Explicit DI,Data Available
ES,Spain,1987,No Explicit DI,Data Available
ES,Spain,1988,No Explicit DI,Data Available
ES,Spain,1989,No Explicit DI,Data Available
ES,Spain,1990,No Explicit DI,Data Available
ES,Spain,1991,No Explicit DI,Data Available
ES,Spain,1992,No Explicit DI,Data Available
